filename,rg_med,rg_ts,rg_ts_h,rg_ts_l,io_med,io_ts,Vp,mass_vp,porod_poly,porod_ts,porod_ts_h,porod_ts_l,rc_med,rc_std_err_med,rad_rat,elong,vc,rgvc,N,M
SASBDB_protein_dat\SASDEH4.dat,28.09,17.65,17.5,17.84,15.03,14.13,34162.26,28.35,2.81,2.78,2.61,2.91,18.348,31.375,0.961957707,FALSE,205.49,17.56,216,24.19
SASBDB_protein_dat\SASDEH5.dat,36.21,36.28,36.23,36.32,152.11,152.38,359664.76,298.52,3.32,3.44,3.32,3.57,14.189,9.233,2.556910283,FALSE,857.05,35.85,1739,194.77
SASBDB_protein_dat\SASDEH6.dat,32.35,28.86,27.78,30,0.06,0.05,47537.62,39.46,1.56,1.49,1.45,1.52,10.73,4.618,2.689655172,FALSE,261.71,19.81,307,34.38
SASBDB_protein_dat\SASDEH7.dat,34.84,37.29,37.1,37.55,80.52,88.02,400550.32,332.46,3.18,3.56,3.4,3.73,19.219,7.395,1.940267444,FALSE,936.55,37.48,1980,221.76
SASBDB_protein_dat\SASDEH8.dat,41.09,40.45,39.8,41.16,219.1,221.14,197070.88,163.57,1.57,1.61,1.6,1.62,10.822,6.871,3.737756422,TRUE,619.32,30.48,1082,121.18
SASBDB_protein_dat\SASDEJ2.dat,44.99,17.82,17.11,18.81,304.63,237.9,10767.44,8.94,2.82,1.75,1.49,2.01,18.145,17.694,0.98208873,FALSE,157.4,15.37,146,16.35
SASBDB_protein_dat\SASDEJ3.dat,25.96,25.21,24.66,25.92,0.03,0.03,86904.11,72.13,2.46,2.56,2.43,2.69,11.895,4.978,2.11937789,FALSE,380.67,23.9,531,59.47
SASBDB_protein_dat\SASDEJ5.dat,36.18,36.18,36.15,36.22,152.2,152.19,353184.39,293.14,3.31,3.44,3.31,3.56,14.578,8.624,2.481821923,FALSE,849.55,35.7,1717,192.3
SASBDB_protein_dat\SASDEJ6.dat,36.56,34.32,32.79,35.9,0.01,0.01,110469.85,91.69,2.34,1.51,1.32,1.73,25.291,11.53,1.357004468,FALSE,487.23,27.03,762,85.34
SASBDB_protein_dat\SASDEJ7.dat,36.25,39.71,37.22,42.31,2263.02,2092.99,197939.04,164.29,2.32,1.73,1.48,1.95,28.278,12.967,1.404271872,FALSE,577.95,29.44,978,109.54
SASBDB_protein_dat\SASDEJ8.dat,54.21,47,46.35,47.68,29.14,30.34,336243.15,279.08,2.21,2.25,2.19,2.3,17.901,7.87,2.625551645,FALSE,887.38,36.48,1830,204.96
SASBDB_protein_dat\SASDEK2.dat,51.88,16.53,15.86,17.22,91.52,67.7,7596.6,6.31,2.35,1.72,1.17,2.28,26.936,32.33,0.613676864,FALSE,137.85,14.38,120,13.44
SASBDB_protein_dat\SASDEK3.dat,31.34,30.78,30.58,31,0.03,0.03,107848,89.51,2.01,2.03,2,2.07,12.525,5.814,2.45748503,FALSE,420.43,25.11,614,68.77
SASBDB_protein_dat\SASDEK5.dat,36.76,36.91,36.86,36.95,153.78,154.13,381489.01,316.64,3.32,3.43,3.3,3.56,13.254,9.039,2.784819677,FALSE,888.96,36.52,1835,205.52
SASBDB_protein_dat\SASDEK6.dat,30.41,35.82,34.17,37.07,0.01,0.01,217243.71,180.31,2.51,1.61,1.45,1.73,22.573,10.458,1.586851548,FALSE,811.64,34.89,1606,179.87
SASBDB_protein_dat\SASDEK7.dat,20.32,20.44,20.31,20.57,2768.52,2816.28,40872.77,33.92,2.57,2.45,2.39,2.51,10.805,4.177,1.891716798,FALSE,245.34,19.18,279,31.25
SASBDB_protein_dat\SASDEK8.dat,35.53,35.71,35.17,36.2,12.9,13.16,154016.81,127.83,1.61,1.64,1.61,1.67,13.738,5.057,2.599359441,FALSE,534.15,28.31,871,97.55
SASBDB_protein_dat\SASDEL2.dat,41.09,20.36,19.87,20.93,716.85,616.32,12450.55,10.33,2.77,1.71,1.49,1.87,15.84,8.352,1.285353535,FALSE,177.03,16.3,173,19.38
SASBDB_protein_dat\SASDEL3.dat,42.02,40.56,36.63,42.88,0.05,0.05,179319.01,148.83,1.68,1.82,1.62,1.98,14.985,5.596,2.706706707,FALSE,612.82,30.32,1065,119.28
SASBDB_protein_dat\SASDEL5.dat,36.79,36.89,36.84,36.94,153.35,153.44,376336.53,312.36,3.31,3.43,3.33,3.55,12.9,8.859,2.859689922,FALSE,882.68,36.39,1816,203.39
SASBDB_protein_dat\SASDEL6.dat,26.04,25.68,25.61,25.74,39.93,39.85,100804.75,83.67,2.78,2.82,2.75,2.92,9.638,5.969,2.664453206,FALSE,395.2,24.35,561,62.83
SASBDB_protein_dat\SASDEL7.dat,39.27,39.08,38.96,39.19,166.8,167.61,431769.68,358.37,3.1,3.21,3.1,3.34,16.936,8.089,2.307510628,FALSE,960.12,37.95,2053,229.94
SASBDB_protein_dat\SASDEL8.dat,46.8,45.74,45.19,46.35,93.88,94.04,274905.32,228.17,1.87,1.88,1.83,1.92,17.021,6.243,2.687268668,FALSE,775.48,34.11,1503,168.34
SASBDB_protein_dat\SASDEL9.dat,36.31,44.53,43.51,45.37,0.05,0.06,538424.46,446.89,3.13,3.29,3.19,3.39,25.937,8.949,1.716852373,FALSE,1138.13,41.32,2633,294.9
SASBDB_protein_dat\SASDEM2.dat,40.91,21.52,20.83,22.24,192.82,165.1,18074.95,15,2.25,1.6,1.46,1.77,17.847,25.697,1.205804897,FALSE,200.39,17.34,208,23.3
SASBDB_protein_dat\SASDEM3.dat,25.55,24.52,24.37,24.67,26.09,27.08,104280.66,86.55,3.07,3.16,3.09,3.23,12.075,6.439,2.030641822,FALSE,389.87,24.18,550,61.6
SASBDB_protein_dat\SASDEM4.dat,39.12,38.32,37.87,38.68,0.27,0.26,197270.05,163.73,1.96,2,1.97,2.03,16.696,6.48,2.295160517,FALSE,626.33,30.65,1100,123.2
SASBDB_protein_dat\SASDEM5.dat,36.93,37.03,36.99,37.07,154.13,154.13,391166.22,324.67,3.33,3.44,3.33,3.57,12.861,8.956,2.879247337,FALSE,902.12,36.79,1875,210
SASBDB_protein_dat\SASDEM6.dat,27.41,25.63,25.5,25.76,33.51,33.48,109405.74,90.81,2.92,2.97,2.9,3.03,12.611,4.946,2.032352708,FALSE,412.56,24.88,597,66.86
SASBDB_protein_dat\SASDEM7.dat,39.58,39.43,39.31,39.58,137.36,137.16,439897.55,365.11,3.11,3.21,3.1,3.34,16.937,8.279,2.328039204,FALSE,971.07,38.17,2088,233.86
SASBDB_protein_dat\SASDEM8.dat,51.83,49.37,48.58,50.23,103.61,103.47,323048.37,268.13,1.76,1.81,1.78,1.83,18.388,6.54,2.684903198,FALSE,859.4,35.9,1746,195.55
SASBDB_protein_dat\SASDEM9.dat,50.94,60.08,51.66,61.06,45.74,57.71,1240099.29,1029.28,3.12,3.26,3.08,3.44,26.099,13.353,2.302003908,FALSE,2040.45,55.32,6182,692.38
SASBDB_protein_dat\SASDEN2.dat,33.43,19.94,19.17,20.6,229.08,194.56,16043.45,13.32,2.77,1.59,1.37,1.82,16.744,16.198,1.190874343,FALSE,178.75,16.37,176,19.71
SASBDB_protein_dat\SASDEN4.dat,26.7,26.73,26.55,26.87,120.51,120.4,118361.72,98.24,2.91,3.04,2.87,3.21,12.771,5.524,2.093023256,FALSE,437.04,25.6,650,72.8
SASBDB_protein_dat\SASDEN5.dat,36.49,36.55,36.51,36.6,152.65,152.62,360847.76,299.5,3.23,3.36,3.27,3.48,13.519,8.324,2.703602337,FALSE,860.86,35.93,1751,196.11
SASBDB_protein_dat\SASDEN6.dat,25.56,25.29,25.25,25.32,44.87,44.81,100189.1,83.16,2.83,2.86,2.79,2.94,9.746,6.422,2.594910733,FALSE,390.46,24.2,551,61.71
SASBDB_protein_dat\SASDEN7.dat,39.49,39.34,39.2,39.48,167.68,167.81,433549.85,359.85,3.11,3.21,3.11,3.33,14.96,8.768,2.629679144,FALSE,961.27,37.97,2057,230.38
SASBDB_protein_dat\SASDEN8.dat,39.13,39.11,38.4,39.84,0.03,0.03,239926.86,199.14,2.39,2.25,2.18,2.34,22.212,8.439,1.76075995,FALSE,687.28,32.11,1260,141.12
SASBDB_protein_dat\SASDEN9.dat,30,28.95,28.8,29.15,285.1,283.35,101422.17,84.18,2.54,2.63,2.56,2.69,10.904,5.528,2.654988995,FALSE,435.97,25.57,647,72.46
SASBDB_protein_dat\SASDEP2.dat,59.17,22.42,21.25,24.17,92.49,75.91,19351.28,16.06,2.68,1.81,0.99,2.17,31.92,29.208,0.702380952,FALSE,200.37,17.34,208,23.3
SASBDB_protein_dat\SASDEP3.dat,57.4,52.89,46.61,56.85,7708.93,8848.83,584744.4,485.34,2.19,2.19,2.12,2.25,24.585,9.665,2.151311775,FALSE,1236.21,43.06,2971,332.75
SASBDB_protein_dat\SASDEP4.dat,29.55,28.95,28.75,29.16,142.78,142.74,119250.95,98.98,2.49,2.65,2.5,2.79,13.785,5.921,2.100108814,FALSE,458.45,26.22,697,78.06
SASBDB_protein_dat\SASDEP5.dat,37.1,37.12,37.09,37.16,154.07,154.12,382401.34,317.39,3.21,3.32,3.22,3.44,14.313,8.442,2.593446517,FALSE,890.86,36.56,1841,206.19
SASBDB_protein_dat\SASDEP6.dat,25.97,25.32,25.26,25.38,33.22,33.24,111636.93,92.66,2.88,2.93,2.86,3.01,12.717,5.123,1.991035622,FALSE,402.75,24.58,577,64.62
SASBDB_protein_dat\SASDEP7.dat,22.08,22.05,22,22.1,23.95,24.19,56028.68,46.5,2.82,2.89,2.83,2.95,10.889,4.367,2.024979337,FALSE,292.49,20.95,361,40.43
SASBDB_protein_dat\SASDEP8.dat,41.94,41.91,40.83,42.84,0.04,0.04,275355.77,228.55,2.23,2.17,2.12,2.22,20.165,6.559,2.078353583,FALSE,755.55,33.66,1447,162.06
SASBDB_protein_dat\SASDEP9.dat,25.78,29.28,28.87,29.62,1710.95,2013.31,115018.61,95.47,2.43,2.32,2.22,2.43,16.731,6.972,1.750044827,FALSE,469.36,26.53,721,80.75
SASBDB_protein_dat\SASDEQ2.dat,41.81,21.95,19.83,23.52,227.72,188.74,15768.91,13.09,2.77,0.75,3.08,3.95,37.652,47.25,0.58297036,FALSE,206.21,17.59,217,24.3
SASBDB_protein_dat\SASDEQ3.dat,50.7,49.31,46.29,51.37,5913.42,7005.61,436784.57,362.53,2.22,2.17,2.12,2.24,20.613,9.184,2.392179692,FALSE,1031.98,39.34,2282,255.58
SASBDB_protein_dat\SASDEQ5.dat,36.95,37.08,37.03,37.11,153.68,153.43,379233.14,314.76,3.25,3.37,3.24,3.49,14.654,9.247,2.530367135,FALSE,885.73,36.45,1825,204.4
SASBDB_protein_dat\SASDEQ6.dat,27.18,26.45,26.33,26.59,37.8,37.55,112933.97,93.74,2.7,2.75,2.69,2.84,12.771,5.392,2.071098583,FALSE,412.41,24.87,597,66.86
SASBDB_protein_dat\SASDEQ7.dat,22.17,21.96,21.9,22.02,25.7,25.55,55387.68,45.97,2.81,2.88,2.82,2.95,10.444,3.927,2.102642666,FALSE,289.54,20.84,356,39.87
SASBDB_protein_dat\SASDEQ8.dat,34.78,36.45,35.81,37,0.03,0.04,201007.87,166.84,2.3,2.15,2.11,2.2,17.71,6.904,2.058159232,FALSE,638.08,30.94,1130,126.56
SASBDB_protein_dat\SASDEQ9.dat,32.64,34.4,33.51,35.24,2005.74,2264.81,171051.62,141.97,2.16,2.02,1.95,2.08,17.053,5.406,2.017240368,FALSE,566.71,29.16,950,106.4
SASBDB_protein_dat\SASDER2.dat,42.76,26.1,25.53,26.66,967.01,959.3,41143.74,34.15,2.17,1.84,1.79,1.88,17.462,21.392,1.49467415,FALSE,287.92,20.78,353,39.54
SASBDB_protein_dat\SASDER3.dat,49.34,44.92,42.86,46.76,5427.89,5763.65,274744.94,228.04,2.58,1.96,1.8,2.11,37.679,56.529,1.192176013,FALSE,750.78,33.56,1433,160.5
SASBDB_protein_dat\SASDER5.dat,36.16,36.22,36.16,36.27,152.02,151.93,349693.74,290.25,3.32,3.43,3.33,3.56,11.68,8.479,3.101027397,TRUE,846.55,35.63,1708,191.3
SASBDB_protein_dat\SASDER6.dat,25.3,24.86,24.82,24.89,36.98,36.99,92835.22,77.05,2.88,2.91,2.84,2.98,10.467,5.656,2.375083596,FALSE,381.46,23.92,533,59.7
SASBDB_protein_dat\SASDER7.dat,53.07,38.5,36.43,41.78,49.71,51.08,369329.45,306.54,1.78,1.85,1.81,1.89,24.458,13.592,1.574127075,FALSE,1095.95,40.55,2492,279.1
SASBDB_protein_dat\SASDER8.dat,36.93,24.12,23.26,25.02,0,0,0,0,2.55,1.77,1.16,2.46,28.238,22.752,0.854168142,FALSE,0,0,0,0
SASBDB_protein_dat\SASDES2.dat,40.7,25.75,24.2,27.16,192.75,178.34,35626.34,29.57,2.43,1.64,0.9,2.32,30.436,31.704,0.846037587,FALSE,271.39,20.18,324,36.29
SASBDB_protein_dat\SASDES4.dat,35.17,41.51,34.93,44.87,0.1,0.12,272803.36,226.43,2.22,2.33,0.86,4.3,18.843,5.571,2.202940084,FALSE,775.29,34.1,1502,168.22
SASBDB_protein_dat\SASDES5.dat,16.51,15.31,15.24,15.4,13.55,13.32,18004.01,14.94,2.66,2.62,2.52,2.74,8.602,3.071,1.779818647,FALSE,160,15.49,150,16.8
SASBDB_protein_dat\SASDES6.dat,43.75,43.34,43.23,43.45,0.26,0.27,583298.95,484.14,3.28,3.38,3.23,3.52,20.581,10.5,2.105825762,FALSE,1214.12,42.68,2894,324.13
SASBDB_protein_dat\SASDES7.dat,32.17,31.96,31.8,32.14,439.9,440.87,143640.95,119.22,2.24,2.25,2.18,2.31,14.477,5.689,2.207639704,FALSE,522.2,27.99,843,94.42
SASBDB_protein_dat\SASDES8.dat,36.93,34.65,34.07,35.27,0.03,0.04,185936.07,154.33,2.54,2.13,1.84,2.39,29.835,19.381,1.161387632,FALSE,628.98,30.72,1106,123.87
SASBDB_protein_dat\SASDET2.dat,28.14,26.03,25.3,26.67,525.08,551.07,27627.54,22.93,2.32,1.5,1.44,1.56,13.025,6.956,1.998464491,FALSE,249.53,19.35,286,32.03
SASBDB_protein_dat\SASDET3.dat,38.33,40.77,40.1,41.48,6967.61,8185.5,296385.38,246,2.31,2.39,2.3,2.48,21.256,8.529,1.918046669,FALSE,825.41,35.19,1646,184.35
SASBDB_protein_dat\SASDET6.dat,41.4,34.29,33.94,34.72,2894.28,2804.71,125714.7,104.34,2.01,2,1.98,2.03,15.107,8.971,2.269808698,FALSE,505.37,27.53,804,90.05
SASBDB_protein_dat\SASDET7.dat,33.45,32.04,31.8,32.3,16.86,16.57,151322.14,125.6,2.19,2.3,2.25,2.35,14.975,4.369,2.139565943,FALSE,521.79,27.98,842,94.3
SASBDB_protein_dat\SASDET8.dat,46.02,46.79,45.96,47.53,0.04,0.04,380535.73,315.84,2.17,2.17,2.13,2.2,20.757,8.166,2.254179313,FALSE,897.24,36.69,1860,208.32
SASBDB_protein_dat\SASDEU2.dat,30.72,28.24,27.61,28.92,360.73,379.44,39063.46,32.42,2.3,1.51,1.43,1.59,15.181,8.477,1.860220012,FALSE,284.24,20.65,346,38.75
SASBDB_protein_dat\SASDEU3.dat,79.17,64.19,61.91,66.12,1449.04,1523.97,834213.14,692.4,2.51,1.32,0.95,1.74,51.48,46.635,1.246891997,FALSE,1440.14,46.48,3715,416.08
SASBDB_protein_dat\SASDEU5.dat,28.01,24.51,24.17,25,40364.41,42591.62,74421.82,61.77,2.46,2.33,1.95,2.59,16.846,10.247,1.454944794,FALSE,361.76,23.29,493,55.22
SASBDB_protein_dat\SASDEU6.dat,36.06,33.39,32.93,33.84,2711.47,2817.28,115019.53,95.47,2.06,2.04,2.02,2.07,14.709,9.605,2.270038752,FALSE,479.84,26.83,745,83.44
SASBDB_protein_dat\SASDEU7.dat,27.48,31.31,29.99,32.47,32.14,37.84,67176.26,55.76,2.43,2.06,1.93,2.19,13.97,7.589,2.24123121,FALSE,376.84,23.78,523,58.58
SASBDB_protein_dat\SASDEU8.dat,48.34,45.14,44.71,45.58,0.07,0.07,385066.9,319.61,2.19,2.19,2.14,2.23,20.591,6.93,2.192219902,FALSE,923.76,37.22,1941,217.39
SASBDB_protein_dat\SASDEV2.dat,40.61,23.29,22.77,23.72,1078.11,1026.51,25785.51,21.4,2.4,1.76,1.57,1.96,17.402,16.096,1.338351914,FALSE,245.87,19.2,280,31.36
SASBDB_protein_dat\SASDEV3.dat,57.8,41.87,39.07,43.75,1316.6,1249.53,232664.61,193.11,3.03,1.76,0.83,2.78,48.463,48.621,0.863958071,FALSE,671.68,31.74,1218,136.42
SASBDB_protein_dat\SASDEV4.dat,57.68,51.02,50.16,51.78,0.08,0.09,535419.01,444.4,2.61,2.67,2.6,2.75,19.022,11.289,2.682157502,FALSE,1118.16,40.95,2566,287.39
SASBDB_protein_dat\SASDEV5.dat,32.4,32.57,32.39,32.77,0.07,0.07,198479.68,164.74,2.62,2.67,2.59,2.76,15.428,7.409,2.111096707,FALSE,590.65,29.77,1009,113.01
SASBDB_protein_dat\SASDEV6.dat,50.48,41.78,36.93,47.57,35.55,24,201463.17,167.21,1.59,1.62,1.56,1.68,21.942,12.361,1.904110838,FALSE,584.64,29.61,994,111.33
SASBDB_protein_dat\SASDEV7.dat,30.64,26.87,26.53,27.27,220.28,208.05,112135.61,93.07,2.95,2.99,2.91,3.07,11.739,6.271,2.288951359,FALSE,437.96,25.63,652,73.02
SASBDB_protein_dat\SASDEV8.dat,25.41,25.23,24.89,25.54,0.01,0.01,55087.64,45.72,2.28,1.97,1.88,2.06,16.418,7.186,1.536727981,FALSE,298.56,21.16,372,41.66
SASBDB_protein_dat\SASDEW2.dat,35.99,22.46,22.13,22.79,2618.11,2696.67,26764.32,22.21,2.03,1.82,1.8,1.84,12.751,15.514,1.761430476,FALSE,245.78,19.2,280,31.36
SASBDB_protein_dat\SASDEW3.dat,64.47,63.62,62.05,65.06,188.69,200.87,897823.77,745.19,2,2.1,2.02,2.21,16.125,11.773,3.945426357,TRUE,1586.02,48.78,4277,479.02
SASBDB_protein_dat\SASDEW4.dat,62.74,57.11,55.95,57.87,0.11,0.13,699403.11,580.5,2.43,2.47,2.41,2.52,21.751,12.551,2.625626408,FALSE,1342.64,44.88,3353,375.54
SASBDB_protein_dat\SASDEW5.dat,35,35.36,35.22,35.49,0.07,0.07,223243.53,185.29,2.51,2.61,2.55,2.66,13.945,8.251,2.535675869,FALSE,647.45,31.16,1154,129.25
SASBDB_protein_dat\SASDEW6.dat,47.29,40.78,37.18,43.96,21.41,17.88,164986.46,136.94,1.67,1.71,1.62,1.79,14.659,6.704,2.781908725,FALSE,531.87,28.25,866,96.99
SASBDB_protein_dat\SASDEW7.dat,22.91,21.25,20.9,21.61,23.17,24,28803.4,23.91,1.95,1.84,1.76,1.92,10.439,3.766,2.035635597,FALSE,217.48,18.06,234,26.21
SASBDB_protein_dat\SASDEW8.dat,22.39,20.04,19.91,20.18,1140.29,1162.91,33644.95,27.93,2.51,2.33,2.24,2.42,11.852,5.475,1.690853864,FALSE,227.84,18.49,251,28.11
SASBDB_protein_dat\SASDEW9.dat,44.21,45.9,45.35,46.46,40.06,42.81,258634.31,214.67,1.62,1.65,1.63,1.69,16.142,5.949,2.843513815,FALSE,748.49,33.51,1427,159.82
SASBDB_protein_dat\SASDEX2.dat,34.43,26.63,25.82,27.6,319.94,312.87,38025.36,31.56,2.46,1.49,0.81,1.97,24.772,15.542,1.075004037,FALSE,289.35,20.83,356,39.87
SASBDB_protein_dat\SASDEX5.dat,35,35.36,35.22,35.49,0.07,0.07,223243.53,185.29,2.51,2.61,2.55,2.66,13.945,8.251,2.535675869,FALSE,647.45,31.16,1154,129.25
SASBDB_protein_dat\SASDEX6.dat,23.8,27.29,27,27.61,60.86,74.11,99273.53,82.4,2.45,2.51,2.47,2.55,16.227,5.915,1.68176496,FALSE,440.4,25.7,657,73.58
SASBDB_protein_dat\SASDEX7.dat,22.94,21.63,21.3,21.89,20.5,21.43,27047,22.45,1.91,1.78,1.74,1.83,9.555,2.928,2.263736264,FALSE,221.04,18.21,240,26.88
SASBDB_protein_dat\SASDEX9.dat,34.29,33.35,33.16,33.53,1326.44,1323.98,320251.92,265.81,3.3,3.61,3.47,3.78,16.621,7.875,2.006497804,FALSE,786,34.34,1533,171.7
SASBDB_protein_dat\SASDEY2.dat,31.5,25.69,25.07,26.28,347.16,345.6,26269.23,21.8,2.42,1.37,1.26,1.47,15.533,8.14,1.653898152,FALSE,245.97,19.21,280,31.36
SASBDB_protein_dat\SASDEY3.dat,17.97,15.64,15.52,15.77,10.15,9.92,13063.79,10.84,2.53,3.04,2.92,3.18,9.163,3.26,1.706864564,FALSE,171.67,16.05,166,18.59
SASBDB_protein_dat\SASDEY4.dat,17.34,14.8,14.24,15.1,0.17,0.17,16259.09,13.5,2.84,3,3,3,7.533,2.878,1.964688703,FALSE,158.44,15.42,147,16.46
SASBDB_protein_dat\SASDEY5.dat,52.87,52.96,52.27,53.68,0.15,0.15,527696.51,437.99,1.77,1.76,1.7,1.83,16.666,10.879,3.177727109,TRUE,1165.05,41.8,2725,305.2
SASBDB_protein_dat\SASDEY6.dat,46.23,46.17,46.05,46.31,49.69,49.75,423385.53,351.41,2.35,2.4,2.35,2.45,17.707,9.816,2.607443384,FALSE,1020.87,39.13,2246,251.55
SASBDB_protein_dat\SASDEY7.dat,23.94,20.8,20.4,21.25,13.97,14.25,31082.62,25.8,2.2,1.9,1.72,2.08,11.528,4.737,1.804302568,FALSE,220.22,18.17,239,26.77
SASBDB_protein_dat\SASDEY9.dat,25.66,26.84,26.54,27.1,244.51,272.81,80402.76,66.73,2.09,2.01,1.96,2.05,12.899,4.199,2.080781456,FALSE,364.65,23.39,499,55.89
SASBDB_protein_dat\SASDEZ2.dat,41.79,26.68,26.16,27.2,561.25,577.33,46179.57,38.33,2.25,1.75,1.66,1.84,20.26,19.213,1.316880553,FALSE,306.76,21.45,387,43.34
SASBDB_protein_dat\SASDEZ3.dat,21.08,15.92,15.83,16.01,10.72,10.64,17434.59,14.47,2.7,3.14,3.02,3.26,11.9,26.639,1.337815126,FALSE,177.06,16.3,173,19.38
SASBDB_protein_dat\SASDEZ4.dat,22.04,18.15,17.63,18.81,0.16,0.16,51608.74,42.84,3.69,4.68,4.68,4.68,7.449,3.975,2.436568667,FALSE,249.93,19.36,287,32.14
SASBDB_protein_dat\SASDEZ5.dat,52.87,52.96,52.27,53.68,0.15,0.15,527696.51,437.99,1.77,1.76,1.7,1.83,16.666,10.879,3.177727109,TRUE,1165.05,41.8,2725,305.2
SASBDB_protein_dat\SASDEZ6.dat,202,223.29,212.93,231.57,427.08,522.11,65215201.13,54128.62,2.76,3,2.92,3.08,116.643,51.877,1.914302616,FALSE,28201.95,205.68,287485,32198.32
SASBDB_protein_dat\SASDEZ7.dat,21.33,21.3,21.03,21.56,9.35,9.84,25657.71,21.3,2.04,1.84,1.78,1.9,9.377,3.444,2.27151541,FALSE,219.12,18.13,237,26.54
SASBDB_protein_dat\SASDEZ8.dat,32.78,32.12,31.79,32.43,251.67,254.21,115355.78,95.75,1.94,1.95,1.92,1.97,12.25,6.121,2.622040816,FALSE,456.14,26.16,692,77.5
SASBDB_protein_dat\SASDEZ9.dat,35.42,38.51,37.87,39.05,408.65,482.51,204009.92,169.33,2.2,2.17,2.11,2.24,17.504,6.754,2.200068556,FALSE,656.32,31.38,1177,131.82
SASBDB_protein_dat\SASDF23.dat,53.96,60.52,55.76,65.01,7.1,7.72,727386.96,603.73,2.21,1.82,1.27,2.42,35.171,21.09,1.720735833,FALSE,1219.14,42.76,2912,326.14
SASBDB_protein_dat\SASDF24.dat,39.12,39.01,38.78,39.28,15473.56,16432.85,250131.49,207.61,2.57,2.63,2.59,2.67,15.919,8.531,2.450530812,FALSE,743.24,33.39,1412,158.14
SASBDB_protein_dat\SASDF27.dat,28.68,25.27,24.66,25.77,2252.39,2394.92,31335.29,26.01,2.09,1.66,1.59,1.74,13.255,7.224,1.906450396,FALSE,261.83,19.82,307,34.38
SASBDB_protein_dat\SASDF28.dat,31.6,31.48,30.53,32.36,20.74,23.05,80301.79,66.65,1.68,1.69,1.67,1.71,11.123,4.89,2.830171716,FALSE,376.78,23.77,523,58.58
SASBDB_protein_dat\SASDF32.dat,36.97,35.77,35.47,36.07,0,0,0,0,2.49,2.59,2.5,2.66,16.948,6.405,2.110573519,FALSE,0,0,0,0
SASBDB_protein_dat\SASDF34.dat,35.77,36.29,34.59,38.32,19.1,20.51,111057.06,92.18,1.84,1.73,1.62,1.86,14.565,6.543,2.491589427,FALSE,466.5,26.45,715,80.08
SASBDB_protein_dat\SASDF37.dat,25.79,18.36,18.27,18.44,3293.89,3270.62,23266.66,19.31,2.27,2.32,2.28,2.37,9.777,4.018,1.877876649,FALSE,195.53,17.13,200,22.4
SASBDB_protein_dat\SASDF38.dat,26.57,26.88,26.6,27.16,15.98,16.55,51310.67,42.59,1.58,1.58,1.57,1.59,9.501,3.11,2.829175876,FALSE,285.02,20.68,348,38.98
SASBDB_protein_dat\SASDF44.dat,33.58,33.89,32.82,35.38,80.88,83.42,150231.39,124.69,2.3,2.13,2.09,2.18,13.558,6.223,2.499631214,FALSE,531.72,28.24,866,96.99
SASBDB_protein_dat\SASDF45.dat,42.1,41.39,39.94,42.87,3656.01,4215.23,253163.39,210.13,2.02,1.69,1.64,1.73,20.21,8.39,2.047996042,FALSE,727.82,33.04,1370,153.44
SASBDB_protein_dat\SASDF47.dat,28.48,25.17,24.76,25.57,4299.12,4602.12,46066.26,38.23,2.27,1.83,1.77,1.88,13.167,5.377,1.911597175,FALSE,289.92,20.85,357,39.98
SASBDB_protein_dat\SASDF48.dat,31.39,30.05,29.68,30.39,13.43,14.19,65438.59,54.31,1.62,1.64,1.62,1.65,10.379,3.679,2.895269294,FALSE,337.29,22.49,445,49.84
SASBDB_protein_dat\SASDF52.dat,24.05,23.76,22.96,24.62,50.43,52,12801.86,10.63,1.42,1.12,1.07,1.17,6.863,4.116,3.462042838,TRUE,189.71,16.87,192,21.5
SASBDB_protein_dat\SASDF53.dat,22.97,20.82,20.71,20.91,24.77,25.09,56532.65,46.92,2.83,3.01,2.91,3.11,10.552,3.458,1.973085671,FALSE,284.75,20.67,347,38.86
SASBDB_protein_dat\SASDF54.dat,37.67,38.43,37.83,39.2,2503.4,2568.55,270345.17,224.39,2.25,2.27,2.24,2.3,18.077,9.494,2.125905847,FALSE,741.62,33.35,1408,157.7
SASBDB_protein_dat\SASDF55.dat,39.14,38.38,37.15,39.59,4192.29,4680.89,205793.31,170.81,1.73,1.68,1.65,1.71,18.33,7.21,2.093835243,FALSE,632.07,30.79,1114,124.77
SASBDB_protein_dat\SASDF57.dat,27.15,27.38,26.85,27.91,4616.08,5043.55,51796.93,42.99,2.02,1.79,1.75,1.83,12.057,5.288,2.270879987,FALSE,316.52,21.79,405,45.36
SASBDB_protein_dat\SASDF58.dat,40.35,28.77,27.99,29.51,4924.67,5040.26,52039.01,43.19,2.15,1.41,1.36,1.46,21.79,26.131,1.320330427,FALSE,295.87,21.07,367,41.1
SASBDB_protein_dat\SASDF63.dat,27.85,27.64,27.49,27.82,83.09,84.2,101479.29,84.23,2.21,2.23,2.19,2.28,13.829,4.264,1.998698387,FALSE,398.54,24.45,568,63.62
SASBDB_protein_dat\SASDF64.dat,37.08,37.39,36.37,38.44,56.13,58.86,212597.48,176.46,2.02,2,1.9,2.12,14.659,6.305,2.550651477,FALSE,644.73,31.1,1147,128.46
SASBDB_protein_dat\SASDF67.dat,31.3,30.68,29.74,31.64,5719.74,6171.59,80902.17,67.15,1.82,1.72,1.69,1.75,13.696,4.987,2.240070093,FALSE,382.3,23.95,534,59.81
